Order_ID,Customer_ID,Customer_Age,Customer_Type,Restaurant_Name,Restaurant_Rating,Cuisine,Order_Value,Discount_Applied,Payment_Method,Distance,Traffic_Level,Weather,Delivery_Time,Late_Delivery,Partner_Experience_Years,Vehicle_Type,Order_Time,Day_of_Week,Is_Weekend,Festival_Season,Delivery_Status
631,4303,39,Premium,Food Palace,3.2,Indian,154.4,26.82,UPI,9.99,High,Rainy,100.1,1,2.3,Bike,2025-03-01 07:13:00,Saturday,1,0,Cancelled
632,4229,31,Regular,Urban Kitchen,3.0,Chinese,502.14,7.08,UPI,2.38,Medium,Rainy,27.35,0,4.8,Scooter,2025-03-23 08:40:00,Sunday,1,0,On-Time
633,3793,57,Regular,Urban Kitchen,3.6,Indian,562.8,9.48,Cash,2.36,Low,Stormy,29.21,0,1.3,Scooter,2025-02-16 13:26:00,Sunday,1,0,On-Time
634,4291,59,Regular,Urban Kitchen,4.1,Italian,648.84,36.9,UPI,2.02,Low,Stormy,20.87,0,1.8,Cycle,2025-03-14 14:52:00,Friday,0,0,On-Time
635,2224,45,Regular,Spicy Hub,5.0,Italian,402.7,34.97,Cash,12.63,Medium,Rainy,81.89,1,1.5,Cycle,2025-01-29 05:25:00,Wednesday,0,0,Late
636,4868,59,Premium,Food Palace,5.0,Fast Food,339.94,31.97,Cash,5.68,Low,Rainy,36.25,0,3.8,Scooter,2025-01-30 03:14:00,Thursday,0,0,On-Time
637,2043,24,Regular,Urban Kitchen,4.7,Italian,994.37,34.66,Cash,1.83,Low,Clear,13.08,0,3.6,Scooter,2025-02-10 08:49:00,Monday,0,0,On-Time
638,4295,53,New,Food Palace,4.1,Chinese,572.88,20.78,UPI,14.95,High,Stormy,163.09,1,1.1,Cycle,2025-03-06 06:19:00,Thursday,0,0,Late
639,1165,35,Premium,Food Palace,3.3,Chinese,316.67,37.97,Cash,13.31,Medium,Rainy,130.2,1,4.6,Cycle,2025-03-08 13:49:00,Saturday,1,0,Late
640,4150,47,New,Spicy Hub,3.7,Fast Food,852.68,19.35,UPI,6.86,Low,Rainy,45.22,1,2.1,Cycle,2025-02-06 13:45:00,Thursday,0,0,Late
641,4454,18,Regular,Urban Kitchen,3.3,Fast Food,645.33,22.14,Card,8.98,Low,Clear,53.45,1,1.4,Bike,2025-01-12 08:29:00,Sunday,1,0,Late
642,4828,38,New,Spicy Hub,3.7,Fast Food,969.22,22.56,Cash,4.66,High,Clear,37.88,0,3.6,Scooter,2025-02-27 04:48:00,Thursday,0,0,On-Time
643,2460,35,Premium,Spicy Hub,4.5,Chinese,790.61,19.53,Cash,2.86,High,Clear,24.46,0,1.7,Cycle,2025-01-09 23:43:00,Thursday,0,0,On-Time
644,2420,41,Premium,Food Palace,4.0,Fast Food,452.59,0.26,UPI,7.95,Low,Rainy,60.55,1,1.8,Scooter,2025-02-22 06:34:00,Saturday,1,0,Late
645,3429,55,Regular,Food Palace,4.2,Desserts,1138.55,6.98,UPI,7.6,Low,Rainy,49.76,1,0.9,Cycle,2025-01-21 08:46:00,Tuesday,0,0,Late
646,1209,33,Regular,Urban Kitchen,3.8,Fast Food,697.45,35.86,UPI,3.75,Low,Clear,25.6,0,0.6,Cycle,2025-02-28 06:16:00,Friday,0,0,On-Time
647,4631,49,Regular,Food Palace,4.8,Indian,776.79,32.41,Cash,7.02,Medium,Rainy,60.71,1,3.9,Scooter,2025-02-24 07:51:00,Monday,0,0,Late
648,2066,43,New,Food Palace,3.4,Chinese,432.24,7.95,Card,4.46,High,Clear,40.94,0,1.9,Bike,2025-01-25 19:08:00,Saturday,1,0,On-Time
649,1617,60,New,Food Palace,3.9,Desserts,796.19,3.26,UPI,2.23,Medium,Clear,16.87,0,1.3,Scooter,2025-02-19 08:44:00,Wednesday,0,0,On-Time
650,1176,40,New,Spicy Hub,3.6,Fast Food,570.33,32.47,Cash,1.19,Low,Stormy,22.87,0,3.4,Scooter,2025-03-22 02:24:00,Saturday,1,1,On-Time
651,1295,27,Regular,Urban Kitchen,4.9,Indian,171.14,6.15,UPI,13.41,Medium,Stormy,186.92,1,2.6,Cycle,2025-01-12 21:59:00,Sunday,1,1,Late
652,4405,58,New,Spicy Hub,4.4,Fast Food,1128.33,39.88,UPI,11.08,High,Stormy,217.87,1,1.8,Scooter,2025-03-29 03:48:00,Saturday,1,1,Late
653,1196,21,Regular,Spicy Hub,3.5,Indian,1092.26,10.25,Card,4.09,Medium,Clear,30.66,0,1.1,Scooter,2025-01-20 08:12:00,Monday,0,0,On-Time
654,3250,58,Premium,Food Palace,4.3,Italian,401.02,30.32,UPI,11.64,Medium,Rainy,75.44,1,1.9,Scooter,2025-03-06 18:23:00,Thursday,0,0,Late
655,2073,51,Premium,Urban Kitchen,5.0,Desserts,827.88,37.38,Card,5.25,Medium,Stormy,54.14,1,4.0,Cycle,2025-01-22 17:55:00,Wednesday,0,0,Late
656,4780,41,Regular,Food Palace,4.9,Italian,563.23,5.23,Card,10.4,Low,Clear,57.83,1,3.8,Cycle,2025-03-16 21:19:00,Sunday,1,0,Late
657,1629,36,Premium,Food Palace,4.0,Indian,477.8,17.1,Cash,10.03,High,Clear,59.15,1,3.9,Scooter,2025-01-22 11:36:00,Wednesday,0,0,Late
658,1518,51,Premium,Food Palace,3.5,Fast Food,358.56,31.34,Cash,13.73,Medium,Rainy,171.5,1,2.2,Cycle,2025-03-29 17:26:00,Saturday,1,1,Late
659,4728,22,Regular,Spicy Hub,4.7,Fast Food,341.95,38.25,UPI,6.27,Low,Clear,27.02,0,2.0,Bike,2025-03-25 09:24:00,Tuesday,0,0,On-Time
660,1904,23,Regular,Spicy Hub,3.2,Chinese,410.97,12.68,Card,12.32,High,Clear,102.56,1,4.4,Scooter,2025-03-13 21:25:00,Thursday,0,1,Late
661,1804,31,New,Urban Kitchen,4.7,Indian,952.88,5.87,Card,10.66,High,Clear,76.46,1,4.8,Bike,2025-03-28 18:14:00,Friday,0,0,Late
662,3712,30,New,Food Palace,4.0,Chinese,828.01,20.42,UPI,2.68,Medium,Rainy,28.56,0,1.9,Cycle,2025-01-06 15:53:00,Monday,0,0,On-Time
663,1690,51,New,Spicy Hub,3.3,Fast Food,1150.01,13.15,UPI,10.27,Medium,Rainy,83.81,1,3.9,Bike,2025-01-15 17:45:00,Wednesday,0,0,Late
664,3718,53,Premium,Spicy Hub,3.6,Fast Food,1051.43,5.27,Card,10.87,High,Stormy,119.89,1,3.8,Scooter,2025-03-18 01:03:00,Tuesday,0,0,Late
665,4164,56,Regular,Urban Kitchen,4.7,Indian,327.3,2.15,UPI,11.04,Medium,Rainy,87.83,1,2.6,Cycle,2025-01-27 01:04:00,Monday,0,0,Late
666,1894,47,Regular,Spicy Hub,3.3,Desserts,1028.26,21.96,UPI,3.65,Medium,Clear,25.64,0,3.7,Bike,2025-01-21 10:55:00,Tuesday,0,0,On-Time
667,3249,38,Premium,Urban Kitchen,3.9,Italian,1020.14,33.18,Cash,10.93,Low,Stormy,90.16,1,1.0,Cycle,2025-03-12 20:35:00,Wednesday,0,0,Late
668,2947,32,Regular,Urban Kitchen,4.4,Chinese,531.13,35.17,Card,11.16,High,Stormy,111.63,1,1.0,Scooter,2025-03-07 04:42:00,Friday,0,0,Late
669,2102,40,Regular,Spicy Hub,3.1,Indian,1159.49,27.17,Cash,9.84,Medium,Stormy,89.01,1,1.7,Cycle,2025-03-02 23:55:00,Sunday,1,0,Late
670,1747,56,New,Urban Kitchen,3.6,Italian,964.28,15.72,Cash,2.95,High,Stormy,38.83,0,0.5,Scooter,2025-02-20 14:19:00,Thursday,0,0,On-Time
671,4932,27,New,Urban Kitchen,3.7,Desserts,525.05,13.76,Cash,8.29,Low,Clear,46.99,1,2.5,Scooter,2025-03-31 09:18:00,Monday,0,0,Late
672,4478,35,Regular,Food Palace,4.0,Fast Food,295.29,39.31,Cash,4.5,Low,Stormy,39.13,0,0.8,Cycle,2025-02-13 16:27:00,Thursday,0,0,On-Time
673,4735,24,Regular,Urban Kitchen,3.8,Fast Food,593.3,31.4,Card,3.74,High,Rainy,38.44,0,4.2,Scooter,2025-03-04 21:13:00,Tuesday,0,0,On-Time
674,3499,49,Premium,Urban Kitchen,3.9,Desserts,419.48,30.08,Cash,8.18,High,Rainy,76.85,1,1.9,Cycle,2025-01-21 00:46:00,Tuesday,0,0,Late
675,1231,26,Regular,Spicy Hub,3.9,Desserts,1116.73,13.8,UPI,1.77,Low,Rainy,14.93,0,1.4,Bike,2025-01-29 11:09:00,Wednesday,0,0,On-Time
676,3431,43,Regular,Spicy Hub,3.0,Fast Food,1110.75,33.76,Cash,11.39,Low,Stormy,88.02,1,1.3,Scooter,2025-02-18 20:14:00,Tuesday,0,1,Late
677,4840,44,Premium,Food Palace,4.4,Italian,1125.25,17.22,Cash,2.67,High,Clear,24.65,0,2.8,Cycle,2025-03-15 17:17:00,Saturday,1,0,On-Time
678,3228,59,Regular,Urban Kitchen,4.2,Italian,904.65,4.42,UPI,1.5,Medium,Rainy,13.38,0,5.0,Cycle,2025-02-18 14:34:00,Tuesday,0,0,On-Time
679,1837,41,New,Spicy Hub,3.4,Desserts,190.91,15.67,UPI,12.23,Medium,Stormy,99.68,1,2.0,Cycle,2025-02-04 01:12:00,Tuesday,0,0,Late
680,4708,47,New,Food Palace,4.0,Fast Food,1054.52,34.64,Cash,1.14,Low,Stormy,21.96,0,4.0,Cycle,2025-01-25 05:57:00,Saturday,1,1,On-Time
681,4558,25,Premium,Spicy Hub,4.0,Fast Food,1186.24,30.18,Cash,4.48,Low,Clear,31.62,0,2.9,Cycle,2025-03-19 10:46:00,Wednesday,0,0,On-Time
682,1819,22,New,Urban Kitchen,3.2,Desserts,891.69,13.82,Cash,1.1,Medium,Stormy,17.89,0,2.3,Bike,2025-01-12 16:16:00,Sunday,1,0,On-Time
683,2425,37,New,Urban Kitchen,3.7,Indian,1018.9,0.02,Cash,5.31,High,Stormy,49.53,1,1.6,Bike,2025-03-12 05:19:00,Wednesday,0,0,Late
684,1987,39,Premium,Food Palace,3.4,Italian,733.33,11.65,Card,6.84,Low,Clear,42.03,0,2.2,Bike,2025-01-22 21:36:00,Wednesday,0,0,On-Time
685,4953,39,Premium,Food Palace,4.0,Fast Food,496.66,4.27,Cash,14.35,Low,Stormy,105.55,1,0.8,Cycle,2025-02-09 08:32:00,Sunday,1,0,Late
686,1060,29,Premium,Spicy Hub,3.6,Chinese,322.5,31.33,UPI,2.71,Medium,Clear,15.91,0,3.4,Cycle,2025-02-25 14:58:00,Tuesday,0,0,On-Time
687,2899,29,New,Spicy Hub,4.8,Indian,349.64,32.85,Cash,8.62,Low,Clear,48.57,1,0.9,Cycle,2025-02-04 02:53:00,Tuesday,0,0,Late
688,4506,18,Premium,Spicy Hub,4.7,Indian,327.25,34.16,Card,1.19,High,Clear,19.4,0,2.8,Cycle,2025-02-02 16:07:00,Sunday,1,0,On-Time
689,2102,51,New,Food Palace,4.8,Indian,1010.61,35.53,Cash,3.79,Low,Clear,20.45,0,1.8,Scooter,2025-01-31 15:51:00,Friday,0,0,On-Time
690,4602,18,Regular,Urban Kitchen,3.8,Italian,721.78,6.4,UPI,10.68,Medium,Clear,53.92,1,1.3,Bike,2025-01-20 07:53:00,Monday,0,0,Late
691,2643,24,New,Food Palace,4.6,Desserts,926.44,25.82,Cash,3.18,Low,Rainy,22.64,0,3.0,Bike,2025-03-22 10:52:00,Saturday,1,0,On-Time
692,3590,44,Premium,Spicy Hub,3.8,Fast Food,191.8,10.96,UPI,14.38,Medium,Rainy,104.94,1,4.8,Bike,2025-03-22 14:10:00,Saturday,1,0,Late
693,4195,55,Premium,Spicy Hub,3.4,Fast Food,561.83,37.91,UPI,2.98,Low,Stormy,31.38,0,3.9,Scooter,2025-01-20 14:18:00,Monday,0,1,On-Time
694,3707,38,New,Food Palace,3.8,Indian,964.0,13.7,UPI,9.79,Medium,Rainy,59.97,1,1.4,Bike,2025-03-06 19:22:00,Thursday,0,0,Late
695,4849,22,New,Food Palace,4.8,Fast Food,1081.84,25.02,Card,12.32,Low,Rainy,88.85,1,0.8,Cycle,2025-03-17 05:45:00,Monday,0,1,Late
696,1902,53,Premium,Urban Kitchen,4.3,Indian,523.76,5.94,Cash,9.35,Medium,Clear,64.79,1,4.2,Cycle,2025-01-09 14:32:00,Thursday,0,1,Late
697,4700,23,Premium,Urban Kitchen,3.4,Italian,399.36,12.0,Cash,10.0,Low,Stormy,124.87,1,3.2,Scooter,2025-03-02 05:53:00,Sunday,1,1,Late
698,2358,44,Premium,Spicy Hub,4.6,Italian,364.29,18.76,UPI,12.21,High,Stormy,103.77,1,1.3,Cycle,2025-03-03 08:32:00,Monday,0,0,Late
699,4288,36,New,Urban Kitchen,3.7,Desserts,868.06,1.01,Cash,10.66,High,Rainy,85.66,1,1.9,Cycle,2025-03-08 22:34:00,Saturday,1,0,Late
700,1069,33,New,Food Palace,3.5,Desserts,556.15,3.22,Cash,3.06,Medium,Rainy,27.77,0,1.8,Cycle,2025-01-11 10:47:00,Saturday,1,0,Cancelled
701,3980,29,Premium,Spicy Hub,3.0,Chinese,658.05,4.93,UPI,5.31,High,Rainy,44.24,0,4.7,Cycle,2025-02-11 23:26:00,Tuesday,0,0,On-Time
702,2490,53,Regular,Urban Kitchen,3.4,Italian,928.64,21.87,Card,13.38,Low,Clear,71.31,1,3.0,Bike,2025-02-08 23:19:00,Saturday,1,0,Late
703,1158,39,New,Food Palace,3.3,Indian,1112.31,13.11,UPI,6.21,Medium,Clear,37.17,0,3.9,Bike,2025-02-13 14:50:00,Thursday,0,0,On-Time
704,3617,23,Regular,Urban Kitchen,4.5,Indian,777.3,35.24,Cash,1.69,High,Rainy,19.09,0,1.7,Cycle,2025-01-22 00:11:00,Wednesday,0,0,On-Time
705,4120,54,New,Spicy Hub,4.5,Indian,1115.17,16.95,UPI,5.79,High,Stormy,61.5,1,4.8,Scooter,2025-03-31 06:19:00,Monday,0,0,Late
706,4441,54,Premium,Spicy Hub,3.7,Fast Food,1105.03,22.76,Cash,11.67,Low,Clear,50.16,1,4.2,Cycle,2025-03-25 13:51:00,Tuesday,0,0,Late
707,2194,52,Premium,Urban Kitchen,4.7,Indian,531.42,31.76,Card,14.17,Low,Clear,72.55,1,3.3,Bike,2025-02-27 05:36:00,Thursday,0,0,Late
708,4726,23,Regular,Food Palace,4.7,Fast Food,564.81,2.05,Card,6.63,Medium,Stormy,58.4,1,3.5,Cycle,2025-02-18 17:09:00,Tuesday,0,0,Late
709,4956,20,Regular,Urban Kitchen,3.7,Indian,816.48,7.46,Card,11.49,Low,Clear,53.45,1,3.0,Cycle,2025-02-15 12:52:00,Saturday,1,0,Late
710,2799,60,Regular,Urban Kitchen,4.5,Fast Food,656.73,8.64,UPI,14.54,Low,Rainy,100.03,1,3.7,Bike,2025-03-31 22:03:00,Monday,0,0,Late
711,4851,40,Regular,Spicy Hub,4.0,Fast Food,1092.85,21.0,Cash,10.9,High,Rainy,88.37,1,1.6,Bike,2025-02-18 12:14:00,Tuesday,0,0,Late
712,4834,32,Regular,Spicy Hub,3.4,Indian,150.99,1.57,Cash,14.68,High,Stormy,161.63,1,1.6,Cycle,2025-02-11 06:45:00,Tuesday,0,0,Late
713,3078,59,Premium,Food Palace,4.1,Chinese,310.8,29.12,UPI,9.4,High,Rainy,109.73,1,3.8,Bike,2025-03-29 12:53:00,Saturday,1,0,Late
714,4843,52,New,Spicy Hub,4.1,Italian,508.72,25.94,Card,1.96,High,Clear,16.16,0,4.5,Cycle,2025-02-05 13:32:00,Wednesday,0,0,On-Time
715,1323,59,New,Food Palace,4.6,Desserts,777.18,15.75,Cash,7.63,Low,Stormy,54.27,1,4.3,Cycle,2025-01-09 03:54:00,Thursday,0,0,Late
716,1844,51,Regular,Food Palace,3.2,Indian,965.64,33.9,UPI,3.55,Medium,Clear,22.72,0,2.4,Cycle,2025-02-20 10:01:00,Thursday,0,0,On-Time
717,1470,49,New,Urban Kitchen,4.1,Chinese,817.09,7.86,Card,3.96,High,Clear,44.16,0,0.7,Bike,2025-01-26 03:59:00,Sunday,1,1,On-Time
718,2082,44,Premium,Spicy Hub,4.7,Chinese,850.27,17.42,UPI,14.34,Low,Rainy,116.37,1,3.7,Cycle,2025-03-02 11:30:00,Sunday,1,0,Late
719,4666,57,Regular,Spicy Hub,3.5,Chinese,205.47,29.04,UPI,2.7,High,Stormy,39.43,0,1.9,Bike,2025-02-09 16:28:00,Sunday,1,0,On-Time
720,2402,45,Regular,Food Palace,4.2,Italian,324.57,15.19,UPI,9.64,Low,Rainy,87.78,1,4.9,Bike,2025-03-07 01:09:00,Friday,0,1,Late
721,1361,59,Regular,Spicy Hub,4.5,Chinese,771.3,7.68,Cash,10.33,Medium,Clear,59.57,1,3.3,Scooter,2025-03-13 23:29:00,Thursday,0,0,Late
722,1329,26,Regular,Food Palace,4.1,Desserts,501.16,20.77,UPI,3.77,Medium,Rainy,25.25,0,4.1,Bike,2025-02-10 18:22:00,Monday,0,0,On-Time
723,3172,24,New,Spicy Hub,3.9,Indian,841.22,17.51,Card,4.87,Medium,Rainy,43.34,0,3.0,Scooter,2025-03-22 12:31:00,Saturday,1,0,On-Time
724,3379,60,Premium,Food Palace,4.8,Italian,677.49,13.12,UPI,11.32,Medium,Clear,71.06,1,0.7,Cycle,2025-03-02 17:15:00,Sunday,1,0,Late
725,4602,29,Premium,Urban Kitchen,4.8,Italian,162.6,22.11,Card,11.37,High,Clear,63.94,1,2.7,Bike,2025-03-14 03:05:00,Friday,0,0,Late
726,1724,41,New,Food Palace,4.0,Desserts,794.9,9.46,Card,7.77,High,Rainy,53.25,1,2.4,Cycle,2025-01-31 16:42:00,Friday,0,0,Late
727,1926,26,Regular,Spicy Hub,4.7,Desserts,401.81,7.8,UPI,8.07,Low,Rainy,40.66,0,4.0,Scooter,2025-03-11 15:38:00,Tuesday,0,0,On-Time
728,2900,37,Premium,Urban Kitchen,3.2,Fast Food,188.28,2.11,Card,12.68,Low,Stormy,112.52,1,1.0,Scooter,2025-03-08 22:35:00,Saturday,1,1,Late
729,2859,29,New,Food Palace,4.7,Italian,425.53,16.87,Card,1.56,Medium,Stormy,20.3,0,2.5,Scooter,2025-01-02 21:54:00,Thursday,0,0,On-Time
730,2966,37,Premium,Urban Kitchen,3.7,Indian,481.31,4.26,UPI,6.14,High,Stormy,89.99,1,0.9,Cycle,2025-02-08 03:07:00,Saturday,1,0,Late
731,4480,59,Regular,Urban Kitchen,4.9,Chinese,1058.32,24.03,UPI,10.81,Medium,Stormy,95.73,1,1.8,Bike,2025-02-18 10:07:00,Tuesday,0,0,Late
732,2085,18,Premium,Spicy Hub,4.0,Italian,945.67,11.28,UPI,5.45,Medium,Clear,27.78,0,4.7,Scooter,2025-03-26 11:09:00,Wednesday,0,0,On-Time
733,2679,33,New,Urban Kitchen,4.8,Chinese,790.88,21.86,Card,4.5,High,Rainy,77.14,1,2.0,Scooter,2025-02-08 19:23:00,Saturday,1,1,Late
734,2546,45,New,Urban Kitchen,4.0,Fast Food,254.56,0.64,Card,14.49,Medium,Stormy,122.42,1,2.2,Scooter,2025-03-07 00:07:00,Friday,0,0,Late
735,3881,18,New,Food Palace,4.4,Italian,1129.2,23.03,UPI,2.77,Low,Clear,24.61,0,3.1,Scooter,2025-01-31 17:07:00,Friday,0,1,On-Time
736,3422,21,Regular,Urban Kitchen,4.8,Desserts,831.12,35.97,UPI,9.73,Medium,Rainy,60.95,1,1.1,Scooter,2025-02-11 17:08:00,Tuesday,0,0,Late
737,1156,54,New,Food Palace,4.8,Desserts,948.42,27.06,Cash,5.21,Medium,Clear,35.59,0,1.3,Scooter,2025-01-27 21:34:00,Monday,0,0,On-Time
738,4004,46,Regular,Urban Kitchen,3.5,Fast Food,797.45,1.61,Cash,5.57,High,Rainy,45.72,1,2.6,Cycle,2025-01-08 00:54:00,Wednesday,0,0,Late
739,3982,57,Regular,Urban Kitchen,3.4,Desserts,286.87,8.14,UPI,11.77,Low,Stormy,82.9,1,2.4,Cycle,2025-01-28 21:54:00,Tuesday,0,0,Late
740,4417,26,Regular,Spicy Hub,3.1,Desserts,618.12,32.67,Cash,13.39,Low,Stormy,96.91,1,0.9,Scooter,2025-01-06 04:20:00,Monday,0,0,Late
741,3040,59,Regular,Spicy Hub,3.8,Indian,1021.04,5.35,Card,14.1,Low,Clear,77.23,1,3.9,Bike,2025-03-27 15:32:00,Thursday,0,0,Late
742,1048,30,Regular,Spicy Hub,3.7,Desserts,1135.09,11.02,UPI,5.65,Medium,Rainy,49.58,1,3.7,Scooter,2025-01-28 23:56:00,Tuesday,0,0,Late
743,4713,18,Regular,Spicy Hub,3.4,Fast Food,987.9,29.54,UPI,1.89,Medium,Stormy,19.46,0,2.2,Cycle,2025-03-27 20:10:00,Thursday,0,0,On-Time
744,2273,43,Premium,Food Palace,5.0,Chinese,824.92,28.71,UPI,14.67,Medium,Stormy,136.84,1,2.2,Scooter,2025-02-10 03:21:00,Monday,0,0,Late
745,2428,32,New,Spicy Hub,4.7,Indian,339.69,37.91,Card,4.06,Medium,Clear,28.95,0,2.0,Cycle,2025-02-07 17:29:00,Friday,0,0,On-Time
746,1204,44,Premium,Spicy Hub,4.2,Chinese,616.8,29.69,Cash,4.2,Low,Stormy,41.24,0,0.8,Scooter,2025-02-20 10:32:00,Thursday,0,1,On-Time
747,2142,18,New,Food Palace,3.3,Chinese,522.54,16.0,Card,1.8,Medium,Stormy,22.24,0,3.1,Bike,2025-03-26 20:40:00,Wednesday,0,0,On-Time
748,1912,18,New,Spicy Hub,4.2,Indian,847.98,16.77,Card,10.82,Medium,Rainy,72.71,1,2.3,Cycle,2025-02-14 13:21:00,Friday,0,0,Late
749,4907,19,New,Spicy Hub,4.4,Indian,844.41,1.54,UPI,6.16,High,Rainy,53.65,1,4.9,Cycle,2025-01-02 18:35:00,Thursday,0,0,Late
750,4699,33,Premium,Spicy Hub,4.8,Italian,903.12,23.28,Cash,12.17,High,Clear,78.82,1,4.4,Scooter,2025-01-01 14:27:00,Wednesday,0,0,Late
751,4740,56,New,Urban Kitchen,3.8,Chinese,1165.04,27.89,Card,2.17,Medium,Clear,15.66,0,4.4,Scooter,2025-03-19 22:37:00,Wednesday,0,0,Cancelled
752,1908,43,Premium,Urban Kitchen,4.1,Chinese,588.02,35.11,UPI,3.86,Medium,Rainy,30.05,0,4.2,Scooter,2025-02-27 02:31:00,Thursday,0,0,On-Time
753,1647,21,Premium,Urban Kitchen,4.9,Indian,688.25,11.64,UPI,7.57,Low,Clear,38.75,0,4.4,Bike,2025-02-22 19:05:00,Saturday,1,0,On-Time
754,1844,56,Regular,Food Palace,3.3,Italian,462.75,31.2,UPI,7.6,Medium,Stormy,65.01,1,1.5,Cycle,2025-03-15 00:21:00,Saturday,1,0,Late
755,1715,42,Premium,Spicy Hub,4.9,Desserts,510.18,39.52,UPI,7.79,Low,Rainy,55.73,1,1.3,Cycle,2025-03-31 16:49:00,Monday,0,0,Late
756,4396,46,Premium,Spicy Hub,4.4,Desserts,1182.9,2.01,Card,2.35,Low,Rainy,16.81,0,3.7,Bike,2025-01-16 17:52:00,Thursday,0,0,On-Time
757,4724,36,Regular,Urban Kitchen,3.1,Indian,172.94,30.98,Card,2.88,Medium,Clear,21.7,0,2.6,Cycle,2025-02-06 16:29:00,Thursday,0,0,On-Time
758,4371,45,Premium,Urban Kitchen,3.1,Italian,972.68,0.42,UPI,11.67,High,Stormy,115.95,1,4.5,Bike,2025-01-21 12:12:00,Tuesday,0,0,Late
759,1799,28,Premium,Urban Kitchen,4.0,Italian,558.67,35.5,UPI,13.52,High,Rainy,143.46,1,2.0,Bike,2025-01-26 22:48:00,Sunday,1,0,Late
760,2233,39,New,Spicy Hub,4.9,Fast Food,684.41,18.11,Card,4.9,Low,Clear,24.0,0,4.8,Scooter,2025-01-06 20:39:00,Monday,0,0,On-Time
761,3327,52,New,Urban Kitchen,3.6,Italian,442.96,16.2,Cash,14.98,Low,Clear,92.6,1,0.7,Cycle,2025-02-26 04:18:00,Wednesday,0,1,Late
762,3900,23,New,Food Palace,3.3,Desserts,611.54,20.42,Cash,4.62,Low,Clear,24.11,0,1.9,Scooter,2025-03-02 02:46:00,Sunday,1,0,On-Time
763,4326,32,Regular,Urban Kitchen,4.9,Italian,1141.94,13.4,Cash,8.99,High,Rainy,61.86,1,4.6,Scooter,2025-03-18 03:42:00,Tuesday,0,0,Late
764,2276,60,Regular,Spicy Hub,4.9,Desserts,245.89,6.46,Cash,14.45,High,Rainy,108.69,1,2.9,Cycle,2025-03-08 09:21:00,Saturday,1,0,Late
765,3434,56,Regular,Spicy Hub,3.9,Italian,877.55,29.33,UPI,14.94,Low,Stormy,124.6,1,1.8,Bike,2025-01-04 20:21:00,Saturday,1,0,Late
766,4445,41,New,Food Palace,3.8,Chinese,327.62,39.1,Card,12.95,High,Clear,87.85,1,2.7,Bike,2025-01-09 11:10:00,Thursday,0,0,Late
767,2565,25,New,Food Palace,4.1,Indian,879.72,20.61,Card,14.86,Medium,Clear,75.59,1,3.3,Scooter,2025-02-28 20:33:00,Friday,0,0,Late
768,4698,53,Premium,Urban Kitchen,3.3,Fast Food,553.74,13.88,UPI,7.05,Medium,Stormy,84.17,1,4.0,Bike,2025-01-01 22:02:00,Wednesday,0,1,Late
769,4438,30,New,Spicy Hub,4.2,Fast Food,509.17,32.4,Cash,4.34,Low,Rainy,28.92,0,1.5,Scooter,2025-03-31 08:46:00,Monday,0,0,On-Time
770,2797,19,New,Urban Kitchen,3.0,Chinese,830.71,20.44,Cash,7.24,Low,Clear,39.31,0,4.9,Scooter,2025-03-10 01:22:00,Monday,0,0,On-Time
771,1768,25,Premium,Food Palace,3.3,Italian,747.67,34.72,Cash,9.16,Low,Stormy,82.28,1,3.7,Bike,2025-02-13 15:55:00,Thursday,0,1,Late
772,3107,24,Premium,Food Palace,3.9,Fast Food,564.2,34.68,Cash,4.42,Low,Rainy,34.49,0,4.9,Scooter,2025-02-04 09:36:00,Tuesday,0,0,On-Time
773,1491,45,Regular,Urban Kitchen,3.7,Italian,1090.33,38.66,UPI,7.21,Medium,Rainy,54.02,1,1.9,Bike,2025-01-13 02:16:00,Monday,0,0,Late
774,3564,23,Premium,Spicy Hub,3.5,Fast Food,923.3,2.07,UPI,1.69,Medium,Rainy,16.35,0,2.2,Cycle,2025-01-13 13:34:00,Monday,0,0,On-Time
775,1653,18,Premium,Urban Kitchen,4.0,Fast Food,486.77,7.69,Card,5.33,Medium,Rainy,51.72,1,4.9,Scooter,2025-02-21 17:13:00,Friday,0,1,Late
776,4796,51,New,Food Palace,4.2,Desserts,1182.51,9.66,Cash,10.54,High,Stormy,112.06,1,3.7,Bike,2025-03-10 05:16:00,Monday,0,0,Late
777,3496,37,Premium,Urban Kitchen,4.4,Indian,217.3,23.85,Card,11.35,Medium,Stormy,107.21,1,1.4,Cycle,2025-02-14 17:59:00,Friday,0,0,Late
778,4182,21,Premium,Food Palace,4.7,Desserts,633.35,8.7,UPI,2.87,Low,Clear,15.02,0,4.8,Scooter,2025-03-12 11:44:00,Wednesday,0,0,On-Time
779,4534,28,New,Spicy Hub,3.7,Desserts,801.25,21.79,Card,2.76,Low,Clear,19.5,0,1.8,Scooter,2025-02-11 14:37:00,Tuesday,0,1,On-Time
780,1540,38,Regular,Food Palace,3.8,Indian,889.23,8.7,UPI,6.13,Medium,Clear,46.21,1,2.3,Cycle,2025-03-17 03:01:00,Monday,0,0,Late
781,2025,25,New,Urban Kitchen,4.6,Fast Food,403.74,2.72,UPI,5.44,Medium,Clear,35.08,0,1.7,Scooter,2025-03-07 14:21:00,Friday,0,0,On-Time
